Product(original_price=57.75, new_price=24.8, offer_percentage=0, item_name='Maybelline New York Fit Me Matte + Poreless – 128 Warm nude', item_link='https://minutes.noon.com/saudi-en/now-product/Z03FFDABED45364E60ABCZ-1')
Product(original_price=288.0, new_price=123.0, offer_percentage=0, item_name='Electric Hair Trimmer for men, Body Shaver Groomer Safe Suitable, Shaver Rechargeable Waterproof Wet And Dry', item_link='https://minutes.noon.com/saudi-en/now-product/Z17BB1425403FE890E96CZ-1')
Product(original_price=35.0, new_price=10.85, offer_percentage=0, item_name='Happy Birthday Cake Topper', item_link='https://minutes.noon.com/saudi-en/now-product/Z98AE21140FDE83B59F00Z-1')
Product(original_price=419.0, new_price=95.0, offer_percentage=0, item_name='Euphoria EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z548C83BE43750DFE405EZ-1')
Product(original_price=27.35, new_price=16.4, offer_percentage=0, item_name='Dark Spot Clearing Turmeric Face Wash', item_link='https://minutes.noon.com/saudi-en/now-product/ZE710441D785DE5B1890AZ-1')
Product(original_price=600.0, new_price=100.7, offer_percentage=0, item_name='48V Cordless Drill, Two Li-Ion Batteries and Fast Charger, 3/8" Drill Kit, 25+3 Position Clutch, LED Work Light, Variable Speed \u200b\u200bDrill, 186 lbs of Torque, 24 Accessories + 32-Piece Drill Bit Box', item_link='https://minutes.noon.com/saudi-en/now-product/ZF5888E4E7DD669EB1D43Z-1')
Product(original_price=102.4, new_price=29.65, offer_percentage=0, item_name='Electric Balloon Blower Pump Durable Lightweight Sturdy Unique Detailed Design', item_link='https://minutes.noon.com/saudi-en/now-product/Z6788938B9D94A5E93A24Z-1')
|Product(original_price=149.0, new_price=69.0, offer_percentage=0, item_name='Dry Iron - Non-Stick Coating Plate & Adjustable Thermostat Control || Indicator Light || Perfect for All Types Of Clothes || 2 Years Warranty', item_link='https://minutes.noon.com/saudi-en/now-product/ZB11B39A9D8465FC20580Z-1')|
Product(original_price=3.95, new_price=2.25, offer_percentage=0, item_name='Artifical Vinegar', item_link='https://minutes.noon.com/saudi-en/now-product/ZF2D2219C513DEB6B3735Z-1')
Product(original_price=60.0, new_price=29.95, offer_percentage=0, item_name='Daily Care Pants Size 3 Medium Diapers 6-11Kg', item_link='https://minutes.noon.com/saudi-en/now-product/Z89FB7864FF49F42A85C7Z-1')
Product(original_price=56.0, new_price=12.35, offer_percentage=0, item_name='Spot It Classic Card Game', item_link='https://minutes.noon.com/saudi-en/now-product/Z4E077327B65249BD3796Z-1')
Product(original_price=91.1, new_price=42.7, offer_percentage=0, item_name='Super Stay Vinyl Ink Longwear Transfer Proof Lipstick, 10 LIPPY', item_link='https://minutes.noon.com/saudi-en/now-product/Z9BC629FCCE34681C3DB0Z-1')
Product(original_price=85.85, new_price=42.7, offer_percentage=0, item_name='Super Stay Vinyl Ink Longwear Transfer Proof Gloss Lipstick, 20 COY', item_link='https://minutes.noon.com/saudi-en/now-product/ZFB3BA008EAE64C1D3B42Z-1')
Product(original_price=149.0, new_price=80.0, offer_percentage=0, item_name='Hair curler 19 mm', item_link='https://minutes.noon.com/saudi-en/now-product/Z3730FB2CF40D6D0B383AZ-1')
Product(original_price=184.0, new_price=61.0, offer_percentage=0, item_name='Qv Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z7F9DAB5AEDE90F1C5B28Z-1')
Product(original_price=119.0, new_price=65.0, offer_percentage=0, item_name='Natural 3.0 Feeding Bottle, 260 Ml , Koaola - White', item_link='https://minutes.noon.com/saudi-en/now-product/Z346269BE4E3BE1B8474FZ-1')
Product(original_price=34.25, new_price=20.55, offer_percentage=0, item_name='Optic White Instant Whitening Toothpaste', item_link='https://minutes.noon.com/saudi-en/now-product/ZCFB0AC5B7FC2AAB54523Z-1')
Product(original_price=924.0, new_price=329.1, offer_percentage=0, item_name='Oud Essentiel EDP For Unisex', item_link='https://minutes.noon.com/saudi-en/now-product/Z3AD347897F937D4B04DEZ-1')
Product(original_price=240.0, new_price=103.6, offer_percentage=0, item_name='Starwalker EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZA3D5F9ED50225947832DZ-1')
Product(original_price=369.85, new_price=89.0, offer_percentage=0, item_name='3-Barrel Electric Iron Hair Curler,25mm', item_link='https://minutes.noon.com/saudi-en/now-product/ZAF3296DC99E69BD39D18Z-1')
Product(original_price=45.0, new_price=25.0, offer_percentage=0, item_name='Scalp Scrub With Coffee', item_link='https://minutes.noon.com/saudi-en/now-product/Z26F5A3CD97BA8DF7273BZ-1')
Product(original_price=114.0, new_price=67.95, offer_percentage=0, item_name='Natural Feel Baby Bottle, 150 Ml Green/White', item_link='https://minutes.noon.com/saudi-en/now-product/Z93EB2B8C82B9223FE56FZ-1')
Product(original_price=82.0, new_price=41.0, offer_percentage=0, item_name='Dietary Supplement Iron', item_link='https://minutes.noon.com/saudi-en/now-product/Z0B5A5F7614AF147E534FZ-1')
Product(original_price=852.0, new_price=189.75, offer_percentage=0, item_name='Le Parfum Royal EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z141D084545416830C062Z-1')
Product(original_price=65.1, new_price=31.65, offer_percentage=0, item_name='Maybelline Falsies Lash Lift Washable Mascara', item_link='https://minutes.noon.com/saudi-en/now-product/Z481CA3722CFD64A12CC1Z-1')
Product(original_price=350.0, new_price=112.0, offer_percentage=0, item_name='Paradiso Assoluto EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZB213E45CE6D90FF61E4AZ-1')
Product(original_price=591.0, new_price=335.6, offer_percentage=0, item_name='Pour Homme Dylan Blue EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZFB7CBB2F8DAB2B048A0AZ-1')
Product(original_price=99.0, new_price=57.25, offer_percentage=0, item_name='Siiver Shade EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZB319B895AAB0DD7EFAC3Z-1')
Product(original_price=49.0, new_price=23.75, offer_percentage=0, item_name='2 Yellow Roses Small Bouquet', item_link='https://minutes.noon.com/saudi-en/now-product/Z3EC8F0C4E75EF5B1A609Z-1')
Product(original_price=37.0, new_price=18.25, offer_percentage=0, item_name='Shin Ramyun Stir Fry With Cheese', item_link='https://minutes.noon.com/saudi-en/now-product/ZD355E5C6255017CF852CZ-1')
Product(original_price=48.1, new_price=25.35, offer_percentage=0, item_name="Maybelline New York Volum' Express Colossal Mascara", item_link='https://minutes.noon.com/saudi-en/now-product/Z5652BF4C1C0F3C3C88F6Z-1')
Product(original_price=31.94, new_price=17.5, offer_percentage=0, item_name='Soft Wave Mango Melon Kids Shower Gel', item_link='https://minutes.noon.com/saudi-en/now-product/Z7C00C2B50AB888FE7B3BZ-1')
Product(original_price=90.0, new_price=24.0, offer_percentage=0, item_name='Nest Designs Portable Lightweight Compact Rich Designed Gender Reveal Party Set', item_link='https://minutes.noon.com/saudi-en/now-product/Z63E5B7FC26D3F6DDD587Z-1')
Product(original_price=199.95, new_price=76.0, offer_percentage=0, item_name='Super Collagen Plus Vitamin C, 180 Tablets Packaging May Vary', item_link='https://minutes.noon.com/saudi-en/now-product/ZB1FB1F777359ACB5EE56Z-1')
Product(original_price=129.0, new_price=65.0, offer_percentage=0, item_name='AHA.BHA.PHA 30 Days Miracle Starter Kit 4 Pcs Set (Toner 30ml+Serum 10ml+Cream 20g+Cleansing Bar 25g)', item_link='https://minutes.noon.com/saudi-en/now-product/Z9F3318B9A39B96F6FC6DZ-1')
Product(original_price=449.0, new_price=207.0, offer_percentage=0, item_name='Explorer EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z2AEEFED8F8D60D60A6D5Z-1')
Product(original_price=279.0, new_price=79.0, offer_percentage=0, item_name='Professional Hair Curler 25mm ,Curling Iron', item_link='https://minutes.noon.com/saudi-en/now-product/Z816A4D7378BA1445F656Z-1')
Product(original_price=89.0, new_price=49.0, offer_percentage=0, item_name='Vision EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z4E178B46CA48BFD21D63Z-1')
Product(original_price=680.0, new_price=394.95, offer_percentage=0, item_name='Scandal Le Parfum For Him EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z615CAD90C0BA716C2982Z-1')
Product(original_price=22.0, new_price=11.5, offer_percentage=0, item_name='Rash Protection Taped Diapers Size 3 6-10kg Carry Pack', item_link='https://minutes.noon.com/saudi-en/now-product/ZFC0AD17A2D5C562FF231Z-1')
Product(original_price=107.0, new_price=26.0, offer_percentage=0, item_name='AHA/BHA Clarifying Treatment Toner', item_link='https://minutes.noon.com/saudi-en/now-product/ZBF676161B6D53091A70DZ-1')
Product(original_price=100.0, new_price=58.0, offer_percentage=0, item_name='Ultimate Comfort Taped Diapers, Size 5, 11-16kg, Mega Pack', item_link='https://minutes.noon.com/saudi-en/now-product/ZF1E75414137F06C361A2Z-1')
Product(original_price=569.0, new_price=112.1, offer_percentage=0, item_name='RP-108 High-Capacity Color Ink/Paper Set,108 Sheets', item_link='https://minutes.noon.com/saudi-en/now-product/ZBBA91611578746C4700AZ-1')
Product(original_price=42.0, new_price=19.0, offer_percentage=0, item_name='Thermal Insulated Lunch Bag Oxford Material', item_link='https://minutes.noon.com/saudi-en/now-product/ZD04501153FCE13C3AECAZ-1')
Product(original_price=95.0, new_price=27.5, offer_percentage=0, item_name='Clear Beige Loose Setting Powder from Boland Laura', item_link='https://minutes.noon.com/saudi-en/now-product/ZF20F3983065DC7FCCCC5Z-1')
Product(original_price=200.0, new_price=74.0, offer_percentage=0, item_name='Yara EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z8F988C44B643B4D0F8EEZ-1')
|Product(original_price=169.0, new_price=69.0, offer_percentage=0, item_name='Smart Band 8 Active || 1.47" LCD Display || Slim 9.99mm Ultra-Slim Body || 5ATM Water Resistant || up to 14 Days Battery Life || 100+ watch faces || 50+ Workout Mode Full Scale Fitness Tracking Black', item_link='https://minutes.noon.com/saudi-en/now-product/ZC2E87B9FCE2DF0880496Z-1')|
Product(original_price=36.0, new_price=3.0, offer_percentage=0, item_name='Birthday Balloon Stand', item_link='https://minutes.noon.com/saudi-en/now-product/ZE14B70DA74589F3BFEA5Z-1')
Product(original_price=58.0, new_price=33.75, offer_percentage=0, item_name='6-Piece Under Cabinet LED Lights with Sensor', item_link='https://minutes.noon.com/saudi-en/now-product/Z9537F4A29A765D948A94Z-1')
Product(original_price=65.65, new_price=39.0, offer_percentage=0, item_name='Fat Oil Lip Drip Moisturizing Shiny Vegan Tinted Lip Gloss Non-Sticky Finish 12H Hydration - Thats Chic', item_link='https://minutes.noon.com/saudi-en/now-product/ZDD72365664A0BB9BA822Z-1')
Product(original_price=175.0, new_price=99.0, offer_percentage=0, item_name='USB-C To Lightning Cable - 2 Meter', item_link='https://minutes.noon.com/saudi-en/now-product/Z21FE2DC60700B7A6B06EZ-1')
Product(original_price=74.0, new_price=41.4, offer_percentage=0, item_name='Anti-Colic Plastic Baby Feeding Bottle With Ultra Soft Nipple - Clear', item_link='https://minutes.noon.com/saudi-en/now-product/Z3378CDC3F393545BE628Z-1')
Product(original_price=499.0, new_price=261.0, offer_percentage=0, item_name='iXpand Flash Drive Luxe - USB-C + Lightning - for iPhone, iPad, Mac, USB Type-C devices including Android', item_link='https://minutes.noon.com/saudi-en/now-product/Z1899553D4FC883CBB4B2Z-1')
Product(original_price=399.0, new_price=121.0, offer_percentage=0, item_name='Wearable Electric Breast Pump Hands Free', item_link='https://minutes.noon.com/saudi-en/now-product/ZBC0F8910D0274D773BE1Z-1')
Product(original_price=32.0, new_price=19.2, offer_percentage=0, item_name='Rimmel Brow This Way Professional Eyebrow Pencil', item_link='https://minutes.noon.com/saudi-en/now-product/ZC420C91A426DFF9D9F84Z-1')
Product(original_price=26.65, new_price=13.35, offer_percentage=0, item_name='Shower Gel Summer Fantasy', item_link='https://minutes.noon.com/saudi-en/now-product/Z2A1E83FD766869BC3F4BZ-1')
Product(original_price=58.0, new_price=24.8, offer_percentage=0, item_name='Maybelline New York Fit Me Matte + Poreless', item_link='https://minutes.noon.com/saudi-en/now-product/Z212525CCEF4906C5A9C9Z-1')
Product(original_price=44.95, new_price=22.45, offer_percentage=0, item_name='Vanilla Ice Cream', item_link='https://minutes.noon.com/saudi-en/now-product/ZDB7247628D301465CA65Z-1')
Product(original_price=359.0, new_price=152.0, offer_percentage=0, item_name='Hands Free Cordless Electric Breast Pump With Painless Memory Function, 24 MM, Pink', item_link='https://minutes.noon.com/saudi-en/now-product/Z6995BB55EAF9A1F367EAZ-1')
Product(original_price=280.0, new_price=117.1, offer_percentage=0, item_name='Anthelios Anti-Shine SPF50+ BUY1 GET 1 FREE', item_link='https://minutes.noon.com/saudi-en/now-product/Z0A4247BD622560427FD0Z-1')
Product(original_price=193.0, new_price=80.75, offer_percentage=0, item_name='Hearing Amplifier', item_link='https://minutes.noon.com/saudi-en/now-product/ZDBD4C0EDA0BEDC7093B2Z-1')
Product(original_price=41.85, new_price=25.1, offer_percentage=0, item_name='Toothpaste Optic White', item_link='https://minutes.noon.com/saudi-en/now-product/Z89E17DB950DECF4DCA49Z-1')
Product(original_price=13.8, new_price=7.75, offer_percentage=0, item_name='Hot Sauce Red Pepper With Olive Oil', item_link='https://minutes.noon.com/saudi-en/now-product/Z02743D1B1B05CCAD42C7Z-1')
Product(original_price=46.0, new_price=24.1, offer_percentage=0, item_name='Ultra Doux Hair Food Moisturising Aloe Vera 3-in-1 Hair Mask For Normal Hair 390ML', item_link='https://minutes.noon.com/saudi-en/now-product/ZE6919C995E0CC4997A69Z-1')
Product(original_price=377.0, new_price=175.8, offer_percentage=0, item_name='Weekend EDP For Women', item_link='https://minutes.noon.com/saudi-en/now-product/Z794C5054B7F646C7E5AAZ-1')
Product(original_price=38.95, new_price=22.05, offer_percentage=0, item_name='Oil Control Lemon Face Wash', item_link='https://minutes.noon.com/saudi-en/now-product/Z39CF0536942A9465A7A3Z-1')
Product(original_price=299.0, new_price=164.0, offer_percentage=0, item_name='The Lawn Mower Groin And Body Trimmer By Blue', item_link='https://minutes.noon.com/saudi-en/now-product/ZC0DB6685B5D046750F17Z-1')
Product(original_price=283.0, new_price=96.0, offer_percentage=0, item_name='256GB Extreme microSDXC UHS-I Card', item_link='https://minutes.noon.com/saudi-en/now-product/ZD114EA9E7E898AEB784AZ-1')
Product(original_price=55.0, new_price=19.95, offer_percentage=0, item_name='Wooden Fork Wooden Spoon Wooden Chopsticks Three-piece Suit Travel Portable Tableware Nice Dinnerware', item_link='https://minutes.noon.com/saudi-en/now-product/Z54ACF746ED5E8DA46A52Z-1')
Product(original_price=80.0, new_price=40.0, offer_percentage=0, item_name='Butterfly Ultimate Hydration Body Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z888CC707008D6A74254BZ-1')
Product(original_price=54.65, new_price=27.1, offer_percentage=0, item_name='Maybelline Lifter Lip Gloss', item_link='https://minutes.noon.com/saudi-en/now-product/ZB3B1B661CE883DEFFCEFZ-1')
Product(original_price=302.0, new_price=159.05, offer_percentage=0, item_name='CK One EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZC7B05CDC551065B5F6DEZ-1')
Product(original_price=111.0, new_price=63.4, offer_percentage=0, item_name='Lanolin Nipple Cream Soothes And Protects Sore Nipple', item_link='https://minutes.noon.com/saudi-en/now-product/Z1E0D337710C4780A3C2FZ-1')
Product(original_price=138.0, new_price=80.0, offer_percentage=0, item_name='Water Flosser For Teeth Cordless 300Ml Portable Oral Irrigator Flosser 5 Cleaning Modes And 6 Jet Tips, Ipx7 Waterproof -', item_link='https://minutes.noon.com/saudi-en/now-product/ZA38905C172EFFAE81D2AZ-1')
Product(original_price=697.0, new_price=215.6, offer_percentage=0, item_name='Miss Dior EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z7DBB78EA9B8CAE99703CZ-1')
Product(original_price=26.0, new_price=11.45, offer_percentage=0, item_name='LCD Digital Thermometer', item_link='https://minutes.noon.com/saudi-en/now-product/Z381AD11D30C83A684EB2Z-1')
Product(original_price=150.0, new_price=85.5, offer_percentage=0, item_name='Hot Hair Styler 1200W With One Brush', item_link='https://minutes.noon.com/saudi-en/now-product/ZE4982D155732DFC3B028Z-1')
Product(original_price=65.0, new_price=35.0, offer_percentage=0, item_name='12 Piece  Set Of National Day Flag 25x15 Cm', item_link='https://minutes.noon.com/saudi-en/now-product/Z5DB476B95B386F14F494Z-1')
Product(original_price=14.0, new_price=7.55, offer_percentage=0, item_name='Multipurpose Abrasive Brush', item_link='https://minutes.noon.com/saudi-en/now-product/Z09D8E3F79AD9CEF1B7C6Z-1')
Product(original_price=369.0, new_price=147.0, offer_percentage=0, item_name='Pleasures EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z9ABB8B66CE013B96FC58Z-1')
Product(original_price=30.0, new_price=16.0, offer_percentage=0, item_name='Diaper Pants Size 5-7 (15-25 Kg)', item_link='https://minutes.noon.com/saudi-en/now-product/Z0B79793830B4FA19B3E1Z-1')
Product(original_price=124.0, new_price=65.0, offer_percentage=0, item_name='AHA.BHA.PHA 30 Days Miracle Cream', item_link='https://minutes.noon.com/saudi-en/now-product/Z8E23F68C5B8198323162Z-1')
Product(original_price=56.1, new_price=28.1, offer_percentage=0, item_name='Skinactive Micellar Cleansing Water For Acne Prone Skin With Salicylic Acid, 400ml', item_link='https://minutes.noon.com/saudi-en/now-product/ZB2578C9DD192CE9C88EDZ-1')
Product(original_price=15.75, new_price=9.45, offer_percentage=0, item_name='Safawi Dates Pouch', item_link='https://minutes.noon.com/saudi-en/now-product/Z767AA6B1A1D422AF31E3Z-1')
Product(original_price=170.0, new_price=81.75, offer_percentage=0, item_name='Mizyaan Concentrated Perfume', item_link='https://minutes.noon.com/saudi-en/now-product/ZCD43718CC4F9CF7D3719Z-1')
Product(original_price=296.3, new_price=76.55, offer_percentage=0, item_name='In2U Eau De Toilette', item_link='https://minutes.noon.com/saudi-en/now-product/Z33F18654D247270105F7Z-1')
Product(original_price=130.0, new_price=69.0, offer_percentage=0, item_name='Japanese Cherry Blossom 3-Wick Candle', item_link='https://minutes.noon.com/saudi-en/now-product/ZA89446B581CD9FAB27FCZ-1')
Product(original_price=80.9, new_price=39.95, offer_percentage=0, item_name='Maybelline New York Superstay Matte Ink Lipstick', item_link='https://minutes.noon.com/saudi-en/now-product/ZC3E3A540F896E6907DDCZ-1')
Product(original_price=59.0, new_price=24.75, offer_percentage=0, item_name='Body Powder', item_link='https://minutes.noon.com/saudi-en/now-product/Z01AFA723D5FC4FCB2A15Z-1')
Product(original_price=43.0, new_price=25.5, offer_percentage=0, item_name='Compressed Diamond Diapers Newborn Size 1 (Up to 4 kg) Value Pack', item_link='https://minutes.noon.com/saudi-en/now-product/Z1822F6A226474348CD0DZ-1')
Product(original_price=49.95, new_price=15.0, offer_percentage=0, item_name='Limon Lime League Hydration Drink', item_link='https://minutes.noon.com/saudi-en/now-product/Z1419CA24711157227860Z-1')
Product(original_price=82.0, new_price=41.0, offer_percentage=0, item_name='Dietary Supplement With Vitamin C E And Lutein', item_link='https://minutes.noon.com/saudi-en/now-product/Z5EA1D891966FBAA5A7FCZ-1')
Product(original_price=236.0, new_price=129.0, offer_percentage=0, item_name='Tune 520Bt Wireless On Ear Headphones Pure Bass Sound 57H Battery Hands Free Call Plus Voice Aware Multi Point Connection Lightweight And Foldable', item_link='https://minutes.noon.com/saudi-en/now-product/ZE43F7DF5076925985812Z-1')
Product(original_price=385.0, new_price=194.7, offer_percentage=0, item_name='Chic EDT For Men', item_link='https://minutes.noon.com/saudi-en/now-product/Z16F0D1713C05D4836311Z-1')
Product(original_price=100.0, new_price=45.0, offer_percentage=0, item_name='Butterfly Fine Fragrance Mist', item_link='https://minutes.noon.com/saudi-en/now-product/Z80C53BCC6DCCC59C32B0Z-1')
Product(original_price=214.0, new_price=105.0, offer_percentage=0, item_name='1200 Watt Hair Dryer Brush Ceramic Dryer And Styler 2 In 1 Professional Black/Beige Gift box packaging', item_link='https://minutes.noon.com/saudi-en/now-product/Z18DD5AE0FEBAD6322527Z-1')
Product(original_price=153.0, new_price=89.0, offer_percentage=0, item_name='No. 6 Bond Smoother', item_link='https://minutes.noon.com/saudi-en/now-product/Z03592E0C3AB894D2774CZ-1')
Product(original_price=999.0, new_price=399.0, offer_percentage=0, item_name='Mini PC With Core i3-5005U Processor/8GB RAM/256GB SSD/Intel HD Graphics 5500/Windows 11 Home', item_link='https://minutes.noon.com/saudi-en/now-product/Z086F327221587D501EB9Z-1')
Product(original_price=249.0, new_price=109.0, offer_percentage=0, item_name='Band 9 Smart Watch, Ultra-Thin Design And Comfortable Wearing, Scientific Sleep Analysis, Durable Battery Life, IOS And Android', item_link='https://minutes.noon.com/saudi-en/now-product/Z630A02FC81407105CCD8Z-1')
Product(original_price=699.0, new_price=276.0, offer_percentage=0, item_name='Gonice Breast Pump, Wearable Breast Pump,Hands Free Breast Pump, Electric Portable Breast Pump with 2 Mode & 9 Levels, Wireless Breast Pump Hand Free, 2 Pack', item_link='https://minutes.noon.com/saudi-en/now-product/ZE7E74F4D3FD96F6D4E5AZ-1')
Product(original_price=130.0, new_price=60.0, offer_percentage=0, item_name='Dark Velvet Oud 3-Wick Candle', item_link='https://minutes.noon.com/saudi-en/now-product/ZA5D1BDD752CB5C8CBE08Z-1')
Product(original_price=439.0, new_price=198.0, offer_percentage=0, item_name='Unique Brush Hairstyler', item_link='https://minutes.noon.com/saudi-en/now-product/Z7C0408C47D1A6FEB0F8EZ-1')
Product(original_price=121.0, new_price=60.5, offer_percentage=0, item_name='Dietary Supplement Mct Oil', item_link='https://minutes.noon.com/saudi-en/now-product/Z2951FE1729247C94C1CAZ-1')
Product(original_price=745.0, new_price=267.8, offer_percentage=0, item_name='Guilty Absolute Pour Femme EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZED058CEC835E5BBCDB52Z-1')
Product(original_price=19.45, new_price=9.7, offer_percentage=0, item_name='Body Foaming Lotion Guiding Winds', item_link='https://minutes.noon.com/saudi-en/now-product/Z440A2758C0EC747564C3Z-1')
Product(original_price=387.0, new_price=151.8, offer_percentage=0, item_name='Paradiso EDP', item_link='https://minutes.noon.com/saudi-en/now-product/Z1D09F30173895CA9B946Z-1')
Product(original_price=44.5, new_price=24.1, offer_percentage=0, item_name='Ultra Doux Hair Food Curls Restoring Cocoa Butter 3-in-1 Hair Mask for Dry Curly Hair 390ML', item_link='https://minutes.noon.com/saudi-en/now-product/Z7F8BA07E015716337514Z-1')
Product(original_price=62.5, new_price=36.0, offer_percentage=0, item_name='Fat Oil Lip Drip Moisturizing Shiny Vegan Tinted Lip Gloss Non-Sticky Finish 12H Hydration - Newsfeed', item_link='https://minutes.noon.com/saudi-en/now-product/Z37F7CA2F9C1777B3538AZ-1')
Product(original_price=58.0, new_price=32.0, offer_percentage=0, item_name='Brow This Way Sculpting EyeBrow Palette', item_link='https://minutes.noon.com/saudi-en/now-product/ZC8C4598BB772062BC0F0Z-1')
Product(original_price=65.0, new_price=35.7, offer_percentage=0, item_name='Baby Tummy Oil 50ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z53FDD58744ADFC255FE7Z-1')
Product(original_price=729.0, new_price=269.0, offer_percentage=0, item_name='Pack Of 2 Electric Hands Free Wearable Breast Pump With 30 Pcs Breastmilk Storage Bags', item_link='https://minutes.noon.com/saudi-en/now-product/Z0C4E65BFBC6B8E469D34Z-1')
Product(original_price=103.0, new_price=52.5, offer_percentage=0, item_name='Air Mat 24H Foundation 30 ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z59180F0CDD5A7838D114Z-1')
Product(original_price=180.0, new_price=49.0, offer_percentage=0, item_name='50 Pieces Disposable Cloth Like Napkins, Built-in Flatware Pocket, Wedding Party Linen Feel White Napkin, Prefolded for Silverware', item_link='https://minutes.noon.com/saudi-en/now-product/ZD4B2482D8C80280AC71DZ-1')
Product(original_price=199.0, new_price=65.0, offer_percentage=0, item_name='Oud EDP, Long Lasting Perfume for Men, 100ml', item_link='https://minutes.noon.com/saudi-en/now-product/Z65EAA8884078050A3A36Z-1')
Product(original_price=105.0, new_price=52.0, offer_percentage=0, item_name='Heartleaf 77% Soothing Toner Packaging May Vary', item_link='https://minutes.noon.com/saudi-en/now-product/ZC8F981B958326E627D03Z-1')
Product(original_price=22.0, new_price=13.2, offer_percentage=0, item_name='Lasting Finish Lipstick 4 g', item_link='https://minutes.noon.com/saudi-en/now-product/Z327278376668BC1E1B2AZ-1')
Product(original_price=375.0, new_price=188.3, offer_percentage=0, item_name='Pour Homme EDT', item_link='https://minutes.noon.com/saudi-en/now-product/ZF1B90DDF7D9EA2805ECCZ-1')
Product(original_price=22.0, new_price=13.2, offer_percentage=0, item_name='Lasting Finish Lipstick - 01', item_link='https://minutes.noon.com/saudi-en/now-product/ZCD0947169F3C390FB4BDZ-1')
Product(original_price=78.35, new_price=47.0, offer_percentage=0, item_name='Fusion Mens Razor With 2 Blades', item_link='https://minutes.noon.com/saudi-en/now-product/Z6BE070AE26700A8C9365Z-1')
Product(original_price=41.0, new_price=11.55, offer_percentage=0, item_name='Anti Steam Oven Glove', item_link='https://minutes.noon.com/saudi-en/now-product/Z49E7F0C3F51639143DB3Z-1')
Product(original_price=89.0, new_price=51.0, offer_percentage=0, item_name='9 Piece Borosilicate Glass Food Container Set - Airtight Lids - Lunch Box - Rectangle + Square + Round - Food Storage Box - Storage Boxes - Kitchen Cabinet Organizers - Glass Food Container - White', item_link='https://minutes.noon.com/saudi-en/now-product/Z4061EEAF9F47F14524FFZ-1')
Product(original_price=825.0, new_price=409.45, offer_percentage=0, item_name='La Vie Est Belle EDP', item_link='https://minutes.noon.com/saudi-en/now-product/ZB5EEA8EB80F0AE639F24Z-1')
Product(original_price=924.0, new_price=409.4, offer_percentage=0, item_name='Santal Royal EDP For Unisex', item_link='https://minutes.noon.com/saudi-en/now-product/ZE61DD21796EFB4963BB5Z-1')
Product(original_price=60.3, new_price=34.2, offer_percentage=0, item_name='Air Mega Volume Mascara -', item_link='https://minutes.noon.com/saudi-en/now-product/Z8A60B81C56A84D34484CZ-1')
Product(original_price=2054.0, new_price=1211.35, offer_percentage=0, item_name='PlayStation 4 Slim 1TB Console With 2 Dualshock 4 Wireless Controller', item_link='https://minutes.noon.com/saudi-en/now-product/Z5D7D8D9E2B5816794B03Z-1')
Product(original_price=53.0, new_price=31.25, offer_percentage=0, item_name='Hyaluron Expert Repluming Moisturizing Eye Cream -', item_link='https://minutes.noon.com/saudi-en/now-product/Z27BA7A2C11ACFEE53B0CZ-1')
Product(original_price=189.9, new_price=112.0, offer_percentage=0, item_name='Wearable Breast Pump, Low Noise & Hands-Free Breast Pump, Portable Breast Pump with 3 Modes, 9 Levels, LCD Display, Memory Function Rechargeable Single Milk Extractor with Massage Mode, 24mm Pink', item_link='https://minutes.noon.com/saudi-en/now-product/Z03189BD14439F1BBDF1CZ-1')
Product(original_price=76.0, new_price=31.0, offer_percentage=0, item_name='128 GB Cruzer Blade USB 2.0 Flash Drive - SDCZ50-128G-B35', item_link='https://minutes.noon.com/saudi-en/now-product/Z7D59DD385FEFE933F4ACZ-1')
Product(original_price=199.0, new_price=50.0, offer_percentage=0, item_name='Soft Round Crib Baby Feeding Wedge Pillow For Reflux Sleep With Washable Cover', item_link='https://minutes.noon.com/saudi-en/now-product/ZBDD4B7B4A8351C2E5AF5Z-1')
Product(original_price=165.0, new_price=40.0, offer_percentage=0, item_name='Running Armband', item_link='https://minutes.noon.com/saudi-en/now-product/ZBD6B30295BCA54A50E66Z-2')
